StringId,stage,tkid,bustupSprite,miniheadSprite
lord_tk5_549,绅,1176,lwnprof_bustup_1176,lwnprof_mini_1176
lord_tk5_587,忍,1177,lwnprof_bustup_1177,lwnprof_mini_1177
lord_tk5_615,素,1178,lwnprof_bustup_1178,lwnprof_mini_1178
lord_tk5_652,斗,1179,lwnprof_bustup_1179,lwnprof_mini_1179
lord_tk5_657,若,1180,lwnprof_bustup_1180,lwnprof_mini_1180
lord_tk5_659,藩,1181,lwnprof_bustup_1181,lwnprof_mini_1181
lord_tk5_700,名,1182,lwnprof_bustup_1182,lwnprof_mini_1182
lord_tk5_714,海,1183,lwnprof_bustup_1183,lwnprof_mini_1183
lord_tk5_723,大,1184,lwnprof_bustup_1184,lwnprof_mini_1184
lord_tk5_756,战,1185,lwnprof_bustup_1185,lwnprof_mini_1185
lord_tk5_1179,政,1186,lwnprof_bustup_1186,lwnprof_mini_1186
lord_tk5_1180,贵,1187,lwnprof_bustup_1187,lwnprof_mini_1187
lord_tk5_860,,1188,lwnprof_bustup_1188,lwnprof_mini_1188
lord_tk5_861,,1189,lwnprof_bustup_1189,lwnprof_mini_1189
lord_tk5_862,,1190,lwnprof_bustup_1190,lwnprof_mini_1190
lord_tk5_863,,1191,lwnprof_bustup_1191,lwnprof_mini_1191
lord_tk5_864,,1192,lwnprof_bustup_1192,lwnprof_mini_1192
lord_tk5_865,,1193,lwnprof_bustup_1193,lwnprof_mini_1193
lord_tk5_866,,1194,lwnprof_bustup_1194,lwnprof_mini_1194
lord_tk5_867,,1195,lwnprof_bustup_1195,lwnprof_mini_1195
lord_tk5_868,,1196,lwnprof_bustup_1196,lwnprof_mini_1196
lord_tk5_869,,1197,lwnprof_bustup_1197,lwnprof_mini_1197
lord_tk5_870,,1198,lwnprof_bustup_1198,lwnprof_mini_1198
lord_tk5_871,,1199,lwnprof_bustup_1199,lwnprof_mini_1199
lord_tk5_872,,1200,lwnprof_bustup_1200,lwnprof_mini_1200
lord_tk5_873,,1201,lwnprof_bustup_1201,lwnprof_mini_1201
lord_tk5_874,,1202,lwnprof_bustup_1202,lwnprof_mini_1202
lord_tk5_875,,1203,lwnprof_bustup_1203,lwnprof_mini_1203
lord_tk5_876,,1204,lwnprof_bustup_1204,lwnprof_mini_1204
lord_tk5_877,,1205,lwnprof_bustup_1205,lwnprof_mini_1205
lord_tk5_878,,1206,lwnprof_bustup_1206,lwnprof_mini_1206
lord_tk5_879,,1207,lwnprof_bustup_1207,lwnprof_mini_1207
lord_tk5_880,,1208,lwnprof_bustup_1208,lwnprof_mini_1208
lord_tk5_881,,1209,lwnprof_bustup_1209,lwnprof_mini_1209
lord_tk5_882,,1210,lwnprof_bustup_1210,lwnprof_mini_1210
lord_tk5_883,,1211,lwnprof_bustup_1211,lwnprof_mini_1211
lord_tk5_884,,1212,lwnprof_bustup_1212,lwnprof_mini_1212
lord_tk5_885,,1213,lwnprof_bustup_1213,lwnprof_mini_1213
lord_tk5_886,,1214,lwnprof_bustup_1214,lwnprof_mini_1214
lord_tk5_887,,1215,lwnprof_bustup_1215,lwnprof_mini_1215
lord_tk5_888,,1216,lwnprof_bustup_1216,lwnprof_mini_1216
lord_tk5_889,,1217,lwnprof_bustup_1217,lwnprof_mini_1217
lord_tk5_890,,1218,lwnprof_bustup_1218,lwnprof_mini_1218
lord_tk5_891,,1219,lwnprof_bustup_1219,lwnprof_mini_1219
lord_tk5_892,,1220,lwnprof_bustup_1220,lwnprof_mini_1220
lord_tk5_893,,1221,lwnprof_bustup_1221,lwnprof_mini_1221
lord_tk5_894,,1222,lwnprof_bustup_1222,lwnprof_mini_1222
lord_tk5_895,,1223,lwnprof_bustup_1223,lwnprof_mini_1223
lord_tk5_896,,1224,lwnprof_bustup_1224,lwnprof_mini_1224
lord_tk5_897,,1225,lwnprof_bustup_1225,lwnprof_mini_1225
lord_tk5_898,,1226,lwnprof_bustup_1226,lwnprof_mini_1226
lord_tk5_899,,1227,lwnprof_bustup_1227,lwnprof_mini_1227
lord_tk5_900,,1228,lwnprof_bustup_1228,lwnprof_mini_1228
lord_tk5_901,,1229,lwnprof_bustup_1229,lwnprof_mini_1229
lord_tk5_902,,1230,lwnprof_bustup_1230,lwnprof_mini_1230
lord_tk5_903,,1231,lwnprof_bustup_1231,lwnprof_mini_1231
lord_tk5_904,,1232,lwnprof_bustup_1232,lwnprof_mini_1232
lord_tk5_905,,1233,lwnprof_bustup_1233,lwnprof_mini_1233
lord_tk5_906,直,1234,lwnprof_bustup_1234,lwnprof_mini_1234
lord_tk5_907,,1235,lwnprof_bustup_1235,lwnprof_mini_1235
lord_tk5_908,,1236,lwnprof_bustup_1236,lwnprof_mini_1236
lord_tk5_909,,1237,lwnprof_bustup_1237,lwnprof_mini_1237
lord_tk5_910,,1238,lwnprof_bustup_1238,lwnprof_mini_1238
lord_tk5_911,,1239,lwnprof_bustup_1239,lwnprof_mini_1239
lord_tk5_912,,1240,lwnprof_bustup_1240,lwnprof_mini_1240
lord_tk5_913,,1241,lwnprof_bustup_1241,lwnprof_mini_1241
lord_tk5_914,,1242,lwnprof_bustup_1242,lwnprof_mini_1242
lord_tk5_915,,1243,lwnprof_bustup_1243,lwnprof_mini_1243
lord_tk5_916,,1244,lwnprof_bustup_1244,lwnprof_mini_1244
lord_tk5_917,,1245,lwnprof_bustup_1245,lwnprof_mini_1245
lord_tk5_918,,1246,lwnprof_bustup_1246,lwnprof_mini_1246
lord_tk5_919,,1247,lwnprof_bustup_1247,lwnprof_mini_1247
lord_tk5_920,,1248,lwnprof_bustup_1248,lwnprof_mini_1248
lord_tk5_921,,1249,lwnprof_bustup_1249,lwnprof_mini_1249
lord_tk5_922,,1250,lwnprof_bustup_1250,lwnprof_mini_1250
lord_tk5_923,,1251,lwnprof_bustup_1251,lwnprof_mini_1251
lord_tk5_924,,1252,lwnprof_bustup_1252,lwnprof_mini_1252
lord_tk5_925,,1253,lwnprof_bustup_1253,lwnprof_mini_1253
lord_tk5_926,,1254,lwnprof_bustup_1254,lwnprof_mini_1254
lord_tk5_927,,1255,lwnprof_bustup_1255,lwnprof_mini_1255
lord_tk5_928,,1256,lwnprof_bustup_1256,lwnprof_mini_1256
lord_tk5_929,,1257,lwnprof_bustup_1257,lwnprof_mini_1257
lord_tk5_930,,1258,lwnprof_bustup_1258,lwnprof_mini_1258
lord_tk5_931,,1259,lwnprof_bustup_1259,lwnprof_mini_1259
lord_tk5_932,,1260,lwnprof_bustup_1260,lwnprof_mini_1260
lord_tk5_933,,1261,lwnprof_bustup_1261,lwnprof_mini_1261
lord_tk5_934,,1262,lwnprof_bustup_1262,lwnprof_mini_1262
lord_tk5_935,,1263,lwnprof_bustup_1263,lwnprof_mini_1263
lord_tk5_936,,1264,lwnprof_bustup_1264,lwnprof_mini_1264
lord_tk5_937,,1265,lwnprof_bustup_1265,lwnprof_mini_1265
lord_tk5_938,,1266,lwnprof_bustup_1266,lwnprof_mini_1266
lord_tk5_939,,1267,lwnprof_bustup_1267,lwnprof_mini_1267
lord_tk5_940,,1268,lwnprof_bustup_1268,lwnprof_mini_1268
lord_tk5_941,,1269,lwnprof_bustup_1269,lwnprof_mini_1269
lord_tk5_942,,1270,lwnprof_bustup_1270,lwnprof_mini_1270
lord_tk5_943,,1271,lwnprof_bustup_1271,lwnprof_mini_1271
lord_tk5_944,,1272,lwnprof_bustup_1272,lwnprof_mini_1272
lord_tk5_945,,1273,lwnprof_bustup_1273,lwnprof_mini_1273
lord_tk5_946,,1274,lwnprof_bustup_1274,lwnprof_mini_1274
lord_tk5_947,,1275,lwnprof_bustup_1275,lwnprof_mini_1275
lord_tk5_948,,1276,lwnprof_bustup_1276,lwnprof_mini_1276
lord_tk5_949,,1277,lwnprof_bustup_1277,lwnprof_mini_1277
lord_tk5_950,,1278,lwnprof_bustup_1278,lwnprof_mini_1278
lord_tk5_951,,1279,lwnprof_bustup_1279,lwnprof_mini_1279
lord_tk5_952,,1280,lwnprof_bustup_1280,lwnprof_mini_1280
lord_tk5_953,,1281,lwnprof_bustup_1281,lwnprof_mini_1281
lord_tk5_954,,1282,lwnprof_bustup_1282,lwnprof_mini_1282
lord_tk5_955,,1283,lwnprof_bustup_1283,lwnprof_mini_1283
lord_tk5_956,,1284,lwnprof_bustup_1284,lwnprof_mini_1284
lord_tk5_957,,1285,lwnprof_bustup_1285,lwnprof_mini_1285
lord_tk5_958,,1286,lwnprof_bustup_1286,lwnprof_mini_1286
lord_tk5_959,,1287,lwnprof_bustup_1287,lwnprof_mini_1287
lord_tk5_1160,,1288,lwnprof_bustup_1288,lwnprof_mini_1288
lord_tk5_1161,,1289,lwnprof_bustup_1289,lwnprof_mini_1289
lord_tk5_1290,,1290,lwnprof_bustup_1290,lwnprof_mini_1290
lord_tk5_1243,,1291,lwnprof_bustup_1291,lwnprof_mini_1291
