ID,Name,Spawn_1554,Spawn_1560,Spawn_1568,Spawn_1575,Spawn_1582,Spawn_1598
lord_tk5_904,甘粕景继,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,town_tk020
lord_tk5_905,安田作兵卫,town_tk059,town_tk059,town_tk059,town_tk098,town_tk106,
lord_tk5_906,河野通直,town_tk145,town_tk145,town_tk145,,,
lord_tk5_907,姊小路良赖,town_tk089,town_tk089,town_tk089,,,
lord_tk5_908,竹中久作,town_tk086,town_tk086,town_tk084,town_tk096,town_tk127,
lord_tk5_909,阿闭贞征,town_tk094,town_tk094,town_tk094,town_tk084,town_tk097,
lord_tk5_910,森田净云,village_tk211,village_tk211,village_tk211,village_tk211,,
lord_tk5_911,熊谷元直,town_tk138,town_tk138,town_tk138,town_tk138,town_tk138,town_tk140
lord_tk5_912,明智光安,town_tk084,,,,,
lord_tk5_913,别所重栋,town_tk128,town_tk128,town_tk128,town_tk128,town_tk097,
lord_tk5_914,小川佑忠,town_tk059,town_tk059,town_tk084,town_tk098,town_tk106,town_tk113
lord_tk5_915,吉弘镇信,town_tk170,town_tk170,town_tk170,town_tk170,,
lord_tk5_916,佃十成,town_tk080,town_tk080,town_tk084,town_tk084,town_tk097,village_tk216
lord_tk5_917,大谷吉治,village_tk210,village_tk210,village_tk210,village_tk210,village_tk210,village_tk210
lord_tk5_918,有马丰氏,village_tk222,village_tk222,village_tk222,village_tk222,village_tk222,village_tk222
lord_tk5_919,神代胜利,village_tk235,village_tk235,,,,
lord_tk5_920,赤星统家,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,town_tk178
lord_tk5_921,伊集院忠朗,town_tk178,town_tk178,,,,
lord_tk5_922,桦山久高,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178
lord_tk5_923,藤田信吉,town_tk046,town_tk046,town_tk046,town_tk046,town_tk046,town_tk020
lord_tk5_924,间宫康俊,castle_tk262,castle_tk262,castle_tk262,castle_tk262,castle_tk262,
lord_tk5_925,由布惟信,town_tk170,town_tk170,town_tk170,town_tk156,town_tk156,town_tk158
lord_tk5_926,小滨光隆,castle_tk263,castle_tk263,castle_tk263,castle_tk263,castle_tk263,village_tk202
lord_tk5_927,天草四郎,,,,,,
lord_tk5_928,船越景直,castle_tk266,castle_tk266,castle_tk266,castle_tk266,town_tk127,town_tk041
lord_tk5_929,伊达小次郎,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,
lord_tk5_930,金光文右卫门,castle_tk270,castle_tk270,castle_tk270,castle_tk270,castle_tk270,castle_tk270
lord_tk5_931,友野宗善,village_tk202,village_tk202,village_tk202,village_tk202,village_tk202,village_tk202
lord_tk5_932,多米元忠,town_tk046,town_tk046,town_tk046,town_tk046,town_tk046,
lord_tk5_933,宇野源十郎,village_tk193,village_tk193,village_tk193,village_tk193,village_tk193,village_tk193
lord_tk5_934,津田宗凡,village_tk215,village_tk215,village_tk215,village_tk215,village_tk215,village_tk215
lord_tk5_935,末次平藏,village_tk233,village_tk233,village_tk233,village_tk233,village_tk233,village_tk233
lord_tk5_936,甘粕景持,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,town_tk020
lord_tk5_937,山崎吉家,town_tk059,town_tk059,town_tk059,,,
lord_tk5_938,唐泽玄蕃,castle_tk249,castle_tk249,castle_tk249,castle_tk249,castle_tk249,castle_tk249
lord_tk5_939,植田光次,castle_tk251,castle_tk251,castle_tk251,castle_tk251,castle_tk251,
lord_tk5_940,大林坊俊海,castle_tk246,castle_tk246,castle_tk246,castle_tk246,castle_tk246,castle_tk246
lord_tk5_941,内田托马,village_tk238,village_tk238,village_tk238,village_tk238,village_tk238,village_tk238
lord_tk5_942,奥弥兵卫,village_tk188,village_tk188,village_tk188,village_tk188,village_tk188,village_tk188
lord_tk5_943,秦泉寺丰后,town_tk152,town_tk152,,,,
lord_tk5_944,后藤宗印,village_tk235,village_tk235,village_tk235,village_tk235,village_tk235,village_tk235
lord_tk5_945,爱洲元香斋,village_tk187,village_tk187,village_tk187,village_tk187,village_tk187,
lord_tk5_946,上泉泰纲,village_tk189,village_tk189,village_tk189,village_tk189,village_tk189,village_tk189
lord_tk5_947,濑户方久,village_tk203,village_tk203,village_tk203,village_tk203,village_tk203,village_tk203
lord_tk5_948,苏我理右卫门,village_tk216,village_tk216,village_tk216,village_tk216,village_tk216,village_tk216
lord_tk5_949,松下常庆,village_tk203,village_tk203,village_tk203,village_tk203,village_tk203,village_tk203
lord_tk5_950,曲直濑玄朔,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212
lord_tk5_951,三枝昌贞,town_tk069,town_tk069,town_tk069,town_tk069,,
lord_tk5_952,石田正澄,village_tk209,village_tk209,village_tk209,town_tk096,town_tk127,town_tk113
lord_tk5_953,一柳直盛,village_tk216,village_tk216,village_tk216,village_tk216,village_tk216,village_tk216
lord_tk5_954,驹井高白斋,town_tk069,town_tk069,,,,
lord_tk5_955,镰田政年,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,
lord_tk5_956,清水景治,town_tk138,town_tk138,town_tk138,town_tk135,town_tk135,town_tk140
lord_tk5_957,千千石米格尔,town_tk161,town_tk161,town_tk161,town_tk161,town_tk161,village_tk235
lord_tk5_958,弥助,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,village_tk241
lord_tk5_959,三浦按针,village_tk238,village_tk238,village_tk238,village_tk238,village_tk238,village_tk238
lord_tk5_1160,海雷丁,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273
lord_tk5_1161,佐伯杏太郎,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273
lord_tk5_1162,长谷川宗仁,,,,,,
lord_tk5_1163,长谷川等伯,,,,,,
lord_tk5_1164,狩野永德,,,,,,
lord_tk5_1165,本阿弥光悦,,,,,,
lord_tk5_1166,朝山日乘,,,,,,
lord_tk5_1167,快川绍喜,,,,,,
lord_tk5_1168,多闻院英俊,,,,,,
lord_tk5_1169,泽庵宗彭,,,,,,
lord_tk5_1170,佛罗伊斯,,,,,,
lord_tk5_1171,阿鲁梅达,,,,,,
lord_tk5_1172,里璐,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273
lord_tk5_1173,拉斐耶鲁,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273
lord_tk5_1174,菊亭晴季,,,,,,
lord_tk5_1178,淀夫人,,,,,,
lord_tk5_1179,宁宁,,,,,,
lord_tk5_1180,阿中,,,,,,
lord_tk5_1181,阿市,,,,,,
lord_tk5_1182,阿松,,,,,,
lord_tk5_1183,菊公主,,,,,,
lord_tk5_1184,早川夫人,,,,,,
lord_tk5_1185,相模,,,,,,
lord_tk5_1186,阿福,,,,,,
lord_tk5_1187,冬姬,,,,,,
lord_tk5_1188,阿梅,,,,,,
lord_tk5_1189,訚千代,,,,,,
lord_tk5_1190,爱姬,,,,,,
lord_tk5_1191,义姬,,,,,,
lord_tk5_1192,豪姬,,,,,,
lord_tk5_1193,阿玉,,,,,,
lord_tk5_1194,归蝶,,,,,,
lord_tk5_1195,濑名,,,,,,
lord_tk5_1196,德公主,,,,,,
lord_tk5_1197,千代,,,,,,
lord_tk5_1198,小松,,,,,,
lord_tk5_1199,安岐,,,,,,
lord_tk5_1200,三条,,,,,,
lord_tk5_1201,初姬,,,,,,
lord_tk5_1202,小督,,,,,,
lord_tk5_1203,彦鹤,,,,,,
lord_tk5_1204,永姬,,,,,,
lord_tk5_1205,熙子,,,,,,
lord_tk5_1206,幸圆,,,,,,
lord_tk5_1207,春桃,,,,,,
lord_tk5_1208,出云阿国,,,,,,
lord_tk5_1209,志津,,,,,,
lord_tk5_1210,阿妙,,,,,,
lord_tk5_1211,阿铃,,,,,,
lord_tk5_1212,阿通,,,,,,
lord_tk5_1213,阿春,,,,,,
lord_tk5_1214,小夜,,,,,,
lord_tk5_1215,阿绫,,,,,,
lord_tk5_1216,阿夏,,,,,,
lord_tk5_1217,阿史,,,,,,
lord_tk5_1218,由纪,,,,,,
lord_tk5_1219,小琴,,,,,,
lord_tk5_1220,美代,,,,,,
lord_tk5_1221,阿仲,,,,,,
lord_tk5_1225,南光坊天海,,,,,,
lord_tk5_1226,天室光育,,,,,,
lord_tk5_1227,虎哉宗乙,,,,,,
lord_tk5_1228,海北友松,,,,,,
lord_tk5_1229,岭,,,,,,
lord_tk5_1230,千岁,,,,,,
lord_tk5_1231,蝴蝶,,,,,,
lord_tk5_1232,白枧,,,,,,
lord_tk5_1233,新庄,,,,,,
lord_tk5_1234,山手,,,,,,
lord_tk5_1235,照姬,,,,,,
lord_tk5_1236,南姫,,,,,,
lord_tk5_1237,九郎判官义经,,,,,,
lord_tk5_1238,相马小次郎将门,,,,,,
lord_tk5_1240,吾作,,,,,,
lord_tk5_1242,李华梅,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273
lord_tk5_1243,蒂雅,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273
lord_tk5_1289,老奶奶,,,,,,
lord_tk5_ninja_bunkichi,文吉,,,,,castle_tk251,castle_tk255
lord_tk5_ninja_chiyomatsu,千代松,,castle_tk246,castle_tk251,castle_tk251,,
lord_tk5_ninja_choukichi,长吉,,castle_tk253,,,castle_tk255,
lord_tk5_ninja_chuuzan,中三,castle_tk249,castle_tk255,castle_tk251,,castle_tk250,
lord_tk5_ninja_dankuroo,段九郎,,,,castle_tk257,castle_tk257,castle_tk257
lord_tk5_ninja_denrinboo,传林坊,castle_tk252,castle_tk257,,castle_tk250,castle_tk257,
lord_tk5_ninja_denroku,传六,castle_tk249,,,castle_tk246,,castle_tk255
lord_tk5_ninja_dooami,道阿弥,castle_tk248,,castle_tk254,castle_tk248,,
lord_tk5_ninja_dookan,道闲,castle_tk252,castle_tk252,castle_tk252,,,
lord_tk5_ninja_dooken,道贤,,,,castle_tk250,castle_tk257,castle_tk246
lord_tk5_ninja_dooyu,道由,,castle_tk254,castle_tk254,,,castle_tk247
lord_tk5_ninja_fubuki,吹雪,,,,castle_tk249,castle_tk249,castle_tk249
lord_tk5_ninja_fujima,藤马,castle_tk246,castle_tk254,castle_tk254,,castle_tk247,
lord_tk5_ninja_ganbaku,岩蓦,castle_tk253,castle_tk251,,castle_tk257,,
lord_tk5_ninja_gekinosuke,外记之助,castle_tk246,,,castle_tk257,castle_tk257,castle_tk251
lord_tk5_ninja_gendayuu,源太夫,castle_tk257,castle_tk257,castle_tk257,,,
lord_tk5_ninja_gengo,源吾,castle_tk254,,,castle_tk257,,castle_tk252
lord_tk5_ninja_gengobee,源五兵卫,,,castle_tk248,castle_tk254,castle_tk253,castle_tk248
lord_tk5_ninja_gennami,源阿弥,,castle_tk248,castle_tk248,,castle_tk251,
lord_tk5_ninja_gennojo,玄之丞,,castle_tk253,castle_tk248,castle_tk246,,
lord_tk5_ninja_gennyoosai,幻妖斋,castle_tk257,,,castle_tk252,castle_tk254,castle_tk254
lord_tk5_ninja_genryuu,玄龙,,,castle_tk252,castle_tk248,,castle_tk247
lord_tk5_ninja_gensai,玄斋,castle_tk248,castle_tk248,castle_tk248,,,
lord_tk5_ninja_ginhachiroo,银八郎,castle_tk249,,,castle_tk246,castle_tk255,castle_tk246
lord_tk5_ninja_hakuunsai,白云斋,,,,,,castle_tk253
lord_tk5_ninja_hannyamaru,般若丸,castle_tk257,castle_tk256,,castle_tk253,,
lord_tk5_ninja_hikojuu,彦十,castle_tk254,castle_tk249,,castle_tk255,castle_tk251,
lord_tk5_ninja_hikoshichiroo,彦七郎,castle_tk250,,castle_tk255,,castle_tk246,castle_tk249
lord_tk5_ninja_hokkaiboo,法海坊,castle_tk248,,castle_tk255,castle_tk252,,castle_tk254
lord_tk5_ninja_hyakkimaru,百鬼丸,castle_tk247,,castle_tk255,,,castle_tk255
lord_tk5_ninja_ichiwaka,一若,castle_tk256,castle_tk257,,castle_tk252,castle_tk248,
lord_tk5_ninja_ichizoo,一藏,castle_tk256,,castle_tk246,,,castle_tk252
lord_tk5_ninja_ikkaku,一角,,castle_tk257,,castle_tk256,castle_tk257,
lord_tk5_ninja_isaku,伊作,,castle_tk255,castle_tk246,castle_tk251,castle_tk254,
lord_tk5_ninja_iseo,伊势男,,,,castle_tk251,castle_tk255,castle_tk247
lord_tk5_ninja_ishimatsu,石松,castle_tk253,castle_tk255,,castle_tk253,,
lord_tk5_ninja_izoji,伊三次,castle_tk250,castle_tk256,castle_tk246,,,
lord_tk5_ninja_jinnai,甚内,,castle_tk251,castle_tk253,castle_tk253,castle_tk252,
lord_tk5_ninja_jinpachi,仁八,,,castle_tk256,,castle_tk252,castle_tk251
lord_tk5_ninja_jinroku,甚六,castle_tk252,castle_tk252,castle_tk253,castle_tk255,,
lord_tk5_ninja_jinza,甚左,castle_tk254,castle_tk253,castle_tk253,,,
lord_tk5_ninja_juuhei,十平,,castle_tk256,,,castle_tk250,
lord_tk5_ninja_kaede,枫,castle_tk249,castle_tk249,castle_tk249,,,
lord_tk5_ninja_kajisuke,梶助,castle_tk255,castle_tk252,,,castle_tk248,
lord_tk5_ninja_kakuma,觉马,castle_tk252,,castle_tk249,castle_tk254,,
lord_tk5_ninja_kanroku,勘六,,castle_tk248,,,castle_tk249,
lord_tk5_ninja_kikunosuke,菊之助,castle_tk250,castle_tk255,castle_tk249,castle_tk249,,
lord_tk5_ninja_koan,弘庵,,,castle_tk252,,,castle_tk251
lord_tk5_ninja_kogoroo,小五郎,,,,castle_tk250,castle_tk252,castle_tk249
lord_tk5_ninja_kumanosuke,熊之助,castle_tk257,,castle_tk249,,,
lord_tk5_ninja_magosaku,孙作,castle_tk253,castle_tk250,,,castle_tk254,
lord_tk5_ninja_manhei,万平,,castle_tk246,castle_tk256,,,
lord_tk5_ninja_mansaku,满作,,castle_tk250,,castle_tk256,castle_tk251,
lord_tk5_ninja_masasuke,正助,castle_tk247,,,,castle_tk250,castle_tk253
lord_tk5_ninja_meigaku,明岳,castle_tk251,,,,,castle_tk254
lord_tk5_ninja_miyamon,宫门,,,castle_tk248,castle_tk255,,castle_tk249
lord_tk5_ninja_momiji,红叶,,,,castle_tk246,castle_tk246,castle_tk246
lord_tk5_ninja_mutenboo,无天坊,castle_tk255,castle_tk254,,,castle_tk246,
lord_tk5_ninja_nakahachi,中八,castle_tk247,,castle_tk251,castle_tk250,,castle_tk251
lord_tk5_ninja_naonosuke,尚之助,castle_tk253,,castle_tk256,,,castle_tk251
lord_tk5_ninja_natsume,枣,castle_tk246,castle_tk246,castle_tk246,,,
lord_tk5_ninja_nijuuhachi,二十八,,castle_tk247,,castle_tk247,castle_tk252,
lord_tk5_ninja_osamusuke,修助,,,castle_tk250,castle_tk249,,castle_tk246
lord_tk5_ninja_raisuke,雷助,,castle_tk257,,castle_tk256,castle_tk248,
lord_tk5_ninja_rokuheita,六平太,castle_tk248,,,castle_tk248,,castle_tk252
lord_tk5_ninja_rokurooji,六郎次,castle_tk250,castle_tk250,castle_tk250,castle_tk250,castle_tk250,
lord_tk5_ninja_rokusuke,六助,,castle_tk250,castle_tk247,,,
lord_tk5_ninja_ryuugen,隆玄,,,,,,castle_tk250
lord_tk5_ninja_saburooza,三郎左,castle_tk251,,,castle_tk248,castle_tk253,
lord_tk5_ninja_sadakuroo,定九郎,castle_tk250,castle_tk248,castle_tk250,castle_tk248,,
lord_tk5_ninja_saheiji,佐平次,,castle_tk251,castle_tk250,,castle_tk246,
lord_tk5_ninja_sanai,左内,,castle_tk253,,,castle_tk249,
lord_tk5_ninja_sanjiroo,三次郎,castle_tk247,castle_tk247,castle_tk247,castle_tk247,,
lord_tk5_ninja_sashichi,佐七,,castle_tk249,castle_tk252,,castle_tk247,
lord_tk5_ninja_sazen,左膳,,,,castle_tk254,castle_tk248,castle_tk251
lord_tk5_ninja_senshikiboo,泉识坊,castle_tk254,castle_tk254,castle_tk253,,,castle_tk254
lord_tk5_ninja_shiroobee,四郎兵卫,,,,,,castle_tk256
lord_tk5_ninja_shizuma,静马,castle_tk251,,castle_tk250,castle_tk251,,castle_tk247
lord_tk5_ninja_shunkai,俊海,,,,,castle_tk247,castle_tk247
lord_tk5_ninja_shuramaru,修罗丸,castle_tk256,,castle_tk253,,castle_tk253,castle_tk250
lord_tk5_ninja_soonoshin,惣之进,,castle_tk257,,castle_tk253,castle_tk251,
lord_tk5_ninja_tairaji,平次,,,castle_tk255,,castle_tk250,castle_tk255
lord_tk5_ninja_tairaza,平左,,castle_tk247,,castle_tk254,castle_tk254,
lord_tk5_ninja_tamon,多门,,,,castle_tk252,castle_tk252,castle_tk252
lord_tk5_ninja_taroomatsu,太郎松,castle_tk253,castle_tk256,castle_tk251,,castle_tk246,
lord_tk5_ninja_tarooza,太郎左,castle_tk255,,castle_tk251,,castle_tk247,
lord_tk5_ninja_tatewaki,带刀,castle_tk255,,,castle_tk249,,castle_tk257
lord_tk5_ninja_tengen,天元,,,castle_tk254,,castle_tk249,castle_tk253
lord_tk5_ninja_tobishichi,鸢七,,castle_tk249,,castle_tk251,castle_tk253,
lord_tk5_ninja_ukichi,卯吉,,castle_tk250,,,,
lord_tk5_ninja_yagenji,弥源次,,castle_tk249,,castle_tk247,castle_tk248,
lord_tk5_ninja_yanagisai,柳斋,,,,,,castle_tk248
lord_tk5_ninja_yasaburoo,弥三郎,castle_tk256,castle_tk256,castle_tk256,castle_tk256,,
lord_tk5_ninja_yasokichi,八十吉,castle_tk251,,castle_tk257,,castle_tk254,castle_tk257
lord_tk5_ninja_yasubee,安兵卫,castle_tk248,castle_tk251,castle_tk257,,castle_tk249,
lord_tk5_ninja_yazoo,弥藏,,,castle_tk257,castle_tk255,,castle_tk254
lord_tk5_ninja_yogoroo,余五郎,castle_tk246,,castle_tk247,,,castle_tk253
lord_tk5_ninja_yoichi,余市,,castle_tk252,castle_tk247,castle_tk247,castle_tk253,
lord_tk5_ninja_yumenosuke,梦之助,castle_tk251,,,castle_tk253,,castle_tk255
lord_tk5_pirate_benzoo,弁藏,castle_tk268,castle_tk261,,castle_tk268,,
lord_tk5_pirate_chougoroo,长五郎,,castle_tk263,,castle_tk265,,
lord_tk5_pirate_choujiroo,长次郎,castle_tk272,,castle_tk268,castle_tk265,,
lord_tk5_pirate_chousaburoo,长三郎,castle_tk270,castle_tk266,castle_tk263,,,
lord_tk5_pirate_chousuke,长助,,castle_tk264,,,castle_tk273,
lord_tk5_pirate_daihachi,大八,,,,castle_tk268,castle_tk268,castle_tk268
lord_tk5_pirate_daimaru,大丸,castle_tk271,castle_tk261,,,castle_tk272,
lord_tk5_pirate_denhachiroo,传八郎,,,castle_tk262,,castle_tk261,castle_tk265
lord_tk5_pirate_densuke,传助,,castle_tk271,,,castle_tk272,
lord_tk5_pirate_dookuu,道空,castle_tk271,,,castle_tk265,,
lord_tk5_pirate_eishichi,英七,castle_tk269,,,,castle_tk263,castle_tk269
lord_tk5_pirate_enkichi,圆吉,castle_tk258,,,,,castle_tk273
lord_tk5_pirate_fujiji,藤次,castle_tk262,,,,castle_tk270,castle_tk265
lord_tk5_pirate_fujimatsu,富士松,castle_tk265,,,,castle_tk268,castle_tk261
lord_tk5_pirate_fusataroo,房太郎,,,castle_tk264,castle_tk272,,castle_tk266
lord_tk5_pirate_gennai,源内,,castle_tk265,,,,
lord_tk5_pirate_ginbee,银兵卫,castle_tk262,,,castle_tk263,,castle_tk258
lord_tk5_pirate_gisuke,仪助,,castle_tk270,,castle_tk261,castle_tk270,
lord_tk5_pirate_gonbee,权兵卫,castle_tk265,castle_tk271,,,castle_tk261,
lord_tk5_pirate_gonpachi,权八,castle_tk268,,castle_tk266,,,castle_tk261
lord_tk5_pirate_gonshichiroo,权七郎,,castle_tk258,,castle_tk272,castle_tk263,
lord_tk5_pirate_gunbee,军兵卫,,,,,,castle_tk273
lord_tk5_pirate_gundari,军荼利,,,,castle_tk262,,castle_tk273
lord_tk5_pirate_hachiroo,八郎,castle_tk266,castle_tk261,,castle_tk266,,
lord_tk5_pirate_hachitaroo,八太郎,castle_tk270,,,castle_tk266,,castle_tk272
lord_tk5_pirate_hachizaemon,八左卫门,,castle_tk266,castle_tk273,,castle_tk263,
lord_tk5_pirate_hansaburoo,半三郎,castle_tk273,castle_tk273,castle_tk273,castle_tk273,castle_tk273,
lord_tk5_pirate_hayashizoo,林藏,,castle_tk264,,castle_tk264,castle_tk262,
lord_tk5_pirate_hayato,隼人,,castle_tk269,castle_tk263,,castle_tk265,
lord_tk5_pirate_heita,平太,,castle_tk261,,,castle_tk271,
lord_tk5_pirate_hisadayuu,久太夫,,castle_tk271,castle_tk265,castle_tk265,,
lord_tk5_pirate_hyakuhei,百平,castle_tk263,,,castle_tk268,,castle_tk266
lord_tk5_pirate_hyouta,兵太,castle_tk266,castle_tk268,,,castle_tk261,
lord_tk5_pirate_ikkan,一贯,castle_tk261,,castle_tk272,,castle_tk265,castle_tk269
lord_tk5_pirate_isaburoo,猪三郎,,castle_tk268,castle_tk270,,castle_tk270,
lord_tk5_pirate_jibee,治兵卫,castle_tk264,castle_tk269,,castle_tk266,,
lord_tk5_pirate_jingobee,甚五兵卫,,,,,,castle_tk270
lord_tk5_pirate_jisuke,治助,,,castle_tk263,castle_tk263,,castle_tk266
lord_tk5_pirate_juudayuu,十太夫,,,,,,castle_tk272
lord_tk5_pirate_kageyu,勘解由,,,castle_tk261,,castle_tk269,castle_tk265
lord_tk5_pirate_kameshichi,龟七,castle_tk264,,castle_tk264,,,castle_tk266
lord_tk5_pirate_kanji,贯次,,,castle_tk272,castle_tk258,castle_tk268,castle_tk265
lord_tk5_pirate_kenkichi,谦吉,castle_tk271,,castle_tk273,,,castle_tk262
lord_tk5_pirate_kichijiroo,吉次郎,castle_tk269,,castle_tk272,,,castle_tk272
lord_tk5_pirate_kinzaemon,金左卫门,,castle_tk263,,,castle_tk273,
lord_tk5_pirate_kisanta,喜三太,castle_tk265,castle_tk265,,castle_tk270,,
lord_tk5_pirate_kobee,小兵卫,castle_tk273,,,castle_tk268,,castle_tk268
lord_tk5_pirate_kochuuta,小忠太,castle_tk268,,castle_tk266,,,
lord_tk5_pirate_kogenta,小源太,castle_tk262,,,castle_tk273,,castle_tk265
lord_tk5_pirate_kojuuroo,小十郎,castle_tk261,castle_tk270,,,castle_tk272,
lord_tk5_pirate_kokichi,小吉,,castle_tk268,castle_tk258,castle_tk258,castle_tk268,
lord_tk5_pirate_koo,甲,,,castle_tk269,castle_tk269,castle_tk270,castle_tk269
lord_tk5_pirate_koshiroo,小四郎,,,castle_tk271,castle_tk273,,castle_tk258
lord_tk5_pirate_kuroobee,九郎兵卫,,castle_tk266,castle_tk273,,castle_tk269,
lord_tk5_pirate_magobee,孙兵卫,castle_tk267,castle_tk267,castle_tk267,castle_tk267,castle_tk264,
lord_tk5_pirate_magoshichi,孙七,castle_tk261,,castle_tk270,,,castle_tk268
lord_tk5_pirate_manchiyo,万千代,,,,castle_tk263,castle_tk264,castle_tk261
lord_tk5_pirate_manosuke,马之助,,castle_tk264,castle_tk261,castle_tk261,,
lord_tk5_pirate_masahei,正平,,,castle_tk266,castle_tk262,,castle_tk258
lord_tk5_pirate_matahachi,又八,,castle_tk262,,castle_tk269,castle_tk258,
lord_tk5_pirate_matasuke,又助,,castle_tk273,castle_tk268,,castle_tk265,
lord_tk5_pirate_mitsudayuu,光太夫,castle_tk268,,castle_tk271,,,castle_tk270
lord_tk5_pirate_mochiyo,百千代,castle_tk258,,castle_tk258,,,castle_tk273
lord_tk5_pirate_onishichi,鬼七,castle_tk261,,castle_tk262,,,castle_tk270
lord_tk5_pirate_rikimaru,力丸,,castle_tk262,castle_tk262,castle_tk263,,
lord_tk5_pirate_rikiya,力弥,,castle_tk273,,,castle_tk264,
lord_tk5_pirate_saburoota,三郎太,,,,castle_tk269,castle_tk269,castle_tk262
lord_tk5_pirate_saichi,佐市,,,castle_tk269,castle_tk261,,castle_tk266
lord_tk5_pirate_sakonjiroo,左近次郎,castle_tk263,,,,castle_tk264,castle_tk258
lord_tk5_pirate_sanezoo,实三,castle_tk271,,,,castle_tk265,castle_tk264
lord_tk5_pirate_sanhei,三平,,castle_tk268,,castle_tk271,,
lord_tk5_pirate_sanosuke,佐之助,castle_tk262,,castle_tk270,,,castle_tk262
lord_tk5_pirate_sanshiroo,三四郎,,,,,,castle_tk271
lord_tk5_pirate_sendayuu,仙太夫,castle_tk270,,castle_tk264,,,castle_tk268
lord_tk5_pirate_senzaemon,仙左卫门,castle_tk258,castle_tk258,castle_tk258,castle_tk258,castle_tk258,
lord_tk5_pirate_shingoroo,新五郎,castle_tk272,castle_tk270,castle_tk261,,,
lord_tk5_pirate_shinhei,晋平,castle_tk269,,,castle_tk270,,
lord_tk5_pirate_shinpachi,新八,,castle_tk258,castle_tk270,,castle_tk262,
lord_tk5_pirate_shinshichi,新七,,,castle_tk271,,castle_tk273,castle_tk269
lord_tk5_pirate_shookuroo,庄九郎,,,,castle_tk271,castle_tk272,castle_tk268
lord_tk5_pirate_soohachiroo,惣八郎,,,,,,castle_tk258
lord_tk5_pirate_sooichiroo,总一郎,,,castle_tk266,,castle_tk268,castle_tk262
lord_tk5_pirate_tadabee,忠兵卫,castle_tk272,,,,castle_tk262,
lord_tk5_pirate_tadaya,忠弥,,,castle_tk269,castle_tk270,,castle_tk264
lord_tk5_pirate_tairama,平马,,castle_tk265,castle_tk268,castle_tk273,,
lord_tk5_pirate_tairashiroo,平四郎,,castle_tk273,,castle_tk271,castle_tk262,
lord_tk5_pirate_tairazoo,平藏,castle_tk264,castle_tk258,,,castle_tk269,
lord_tk5_pirate_takeshizoo,刚藏,,,castle_tk261,castle_tk261,,castle_tk272
lord_tk5_pirate_taki,泷,castle_tk272,castle_tk272,,,,
lord_tk5_pirate_tamegoroo,为五郎,,castle_tk272,castle_tk265,castle_tk266,,
lord_tk5_pirate_tameuemon,为右卫门,,,,,castle_tk271,castle_tk262
lord_tk5_pirate_tatsugoroo,辰五郎,castle_tk259,castle_tk259,castle_tk259,castle_tk259,castle_tk259,
lord_tk5_pirate_tazu,多津,,,castle_tk272,castle_tk272,castle_tk272,castle_tk272
lord_tk5_pirate_teizoo,祯三,castle_tk270,castle_tk272,castle_tk265,,,
lord_tk5_pirate_torachiyo,虎千代,,,castle_tk268,,castle_tk258,castle_tk264
lord_tk5_pirate_torazoo,寅藏,castle_tk265,castle_tk269,,castle_tk270,,
lord_tk5_pirate_tsunagoroo,纲五郎,castle_tk273,,castle_tk263,,,castle_tk270
lord_tk5_pirate_tsuru,鹤,castle_tk269,castle_tk269,,,,
lord_tk5_pirate_tsuruchiyo,鹤千代,castle_tk273,castle_tk262,,castle_tk271,,
lord_tk5_pirate_tsurukichi,鹤吉,,,,castle_tk262,castle_tk265,castle_tk261
lord_tk5_pirate_ushibee,丑兵卫,castle_tk266,castle_tk270,,castle_tk262,,
lord_tk5_pirate_ushigoroo,丑五郎,,,,,,castle_tk264
lord_tk5_pirate_yaichi,弥市,,,castle_tk269,,,castle_tk263
lord_tk5_pirate_yajibee,弥次兵卫,,,castle_tk271,,castle_tk263,castle_tk264
lord_tk5_pirate_yajiroo,弥二郎,castle_tk263,castle_tk271,castle_tk265,,,
lord_tk5_pirate_yakichi,弥吉,,castle_tk272,,,castle_tk269,
lord_tk5_pirate_yashakichi,夜叉吉,,,,castle_tk264,castle_tk271,castle_tk273
lord_tk5_pirate_yosoji,与三次,,castle_tk265,,castle_tk269,castle_tk271,
lord_tk5_pirate_zensuke,善辅,castle_tk266,,castle_tk262,castle_tk264,,castle_tk270
lord_tk5_pirate_zenzoo,善藏,castle_tk263,castle_tk265,,castle_tk272,castle_tk261,
